counts,log_counts,n_boxes,pixels_above
5.0,1.79175946923,6,6965.0
1.0,0.69314718056,5,4125.0
1.0,0.69314718056,3,3888.0
1.0,0.69314718056,2,964.0
2.0,1.09861228867,4,3167.0
1.0,0.69314718056,5,4702.0
2.0,1.09861228867,2,712.0
2.0,1.09861228867,4,3890.0
0.0,0.0,4,1732.0
2.0,1.09861228867,5,4720.0
4.0,1.60943791243,4,4431.0
0.0,0.0,5,3040.0
1.0,0.69314718056,5,6285.0
0.0,0.0,5,2842.0
1.0,0.69314718056,4,3446.0
1.0,0.69314718056,5,2354.0
0.0,0.0,2,625.0
3.0,1.38629436112,7,3974.0
1.0,0.69314718056,3,1947.0
3.0,1.38629436112,5,5498.0
1.0,0.69314718056,6,1478.0
5.0,1.79175946923,6,6847.0
0.0,0.0,7,2104.0
3.0,1.38629436112,4,1778.0
0.0,0.0,3,1520.0
1.0,0.69314718056,1,272.0
1.0,0.69314718056,3,3068.0
3.0,1.38629436112,4,3434.0
2.0,1.09861228867,5,4077.0
6.0,1.94591014906,6,7368.0
1.0,0.69314718056,5,2395.0
2.0,1.09861228867,5,3390.0
1.0,0.69314718056,6,6580.0
3.0,1.38629436112,3,1478.0
0.0,0.0,2,316.0
0.0,0.0,1,870.0
2.0,1.09861228867,4,4541.0
2.0,1.09861228867,2,527.0
7.0,2.07944154168,6,7769.0
2.0,1.09861228867,2,1413.0
2.0,1.09861228867,5,2039.0
6.0,1.94591014906,7,5109.0
3.0,1.38629436112,5,6195.0
0.0,0.0,1,5.0
1.0,0.69314718056,4,4010.0
0.0,0.0,1,112.0
4.0,1.60943791243,6,5338.0
1.0,0.69314718056,2,956.0
1.0,0.69314718056,4,3453.0
2.0,1.09861228867,3,2273.0
2.0,1.09861228867,4,3933.0
10.0,2.3978952728,6,8675.0
7.0,2.07944154168,6,7456.0
3.0,1.38629436112,6,7069.0
1.0,0.69314718056,3,2110.0
0.0,0.0,6,3201.0
2.0,1.09861228867,5,3899.0
1.0,0.69314718056,1,260.0
4.0,1.60943791243,4,6317.0
5.0,1.79175946923,6,7392.0
0.0,0.0,1,140.0
4.0,1.60943791243,6,6390.0
1.0,0.69314718056,4,3403.0
2.0,1.09861228867,5,3023.0
1.0,0.69314718056,4,1865.0
1.0,0.69314718056,3,1086.0
2.0,1.09861228867,2,1160.0
1.0,0.69314718056,6,2876.0
1.0,0.69314718056,5,3739.0
2.0,1.09861228867,6,5158.0
1.0,0.69314718056,5,2291.0
1.0,0.69314718056,5,2296.0
0.0,0.0,1,57.0
2.0,1.09861228867,5,2310.0
2.0,1.09861228867,6,6233.0
0.0,0.0,2,674.0
2.0,1.09861228867,5,5705.0
2.0,1.09861228867,6,1282.0
3.0,1.38629436112,4,3556.0
1.0,0.69314718056,3,330.0
1.0,0.69314718056,2,874.0
1.0,0.69314718056,5,1896.0
2.0,1.09861228867,6,5088.0
0.0,0.0,2,53.0
2.0,1.09861228867,3,1791.0
1.0,0.69314718056,4,2486.0
3.0,1.38629436112,6,6625.0
0.0,0.0,1,563.0
3.0,1.38629436112,5,3469.0
1.0,0.69314718056,4,2019.0
6.0,1.94591014906,6,7174.0
1.0,0.69314718056,3,1714.0
1.0,0.69314718056,1,260.0
2.0,1.09861228867,4,1687.0
0.0,0.0,2,223.0
2.0,1.09861228867,5,5352.0
0.0,0.0,2,618.0
2.0,1.09861228867,2,700.0
1.0,0.69314718056,4,1922.0
3.0,1.38629436112,3,1299.0
7.0,2.07944154168,6,7092.0
1.0,0.69314718056,6,1445.0
2.0,1.09861228867,6,4568.0
1.0,0.69314718056,3,3268.0
2.0,1.09861228867,2,154.0
1.0,0.69314718056,2,2540.0
1.0,0.69314718056,2,1068.0
1.0,0.69314718056,5,2319.0
3.0,1.38629436112,6,4078.0
2.0,1.09861228867,4,2628.0
3.0,1.38629436112,4,1205.0
5.0,1.79175946923,6,6503.0
1.0,0.69314718056,6,2070.0
4.0,1.60943791243,3,365.0
0.0,0.0,2,142.0
1.0,0.69314718056,1,1168.0
3.0,1.38629436112,3,2233.0
2.0,1.09861228867,6,6254.0
3.0,1.38629436112,4,1950.0
0.0,0.0,2,283.0
4.0,1.60943791243,5,2685.0
1.0,0.69314718056,4,1175.0
0.0,0.0,2,267.0
5.0,1.79175946923,6,6606.0
4.0,1.60943791243,5,4536.0
2.0,1.09861228867,3,444.0
1.0,0.69314718056,6,5297.0
1.0,0.69314718056,4,4809.0
1.0,0.69314718056,4,2199.0
1.0,0.69314718056,4,3599.0
1.0,0.69314718056,5,1578.0
2.0,1.09861228867,6,3255.0
2.0,1.09861228867,4,1734.0
1.0,0.69314718056,5,2652.0
1.0,0.69314718056,3,2458.0
2.0,1.09861228867,4,2184.0
1.0,0.69314718056,2,297.0
0.0,0.0,1,175.0
1.0,0.69314718056,4,2216.0
1.0,0.69314718056,4,1057.0
1.0,0.69314718056,4,2136.0
2.0,1.09861228867,3,1805.0
1.0,0.69314718056,2,690.0
0.0,0.0,0,0.0
1.0,0.69314718056,5,2459.0
4.0,1.60943791243,5,6320.0
1.0,0.69314718056,2,1287.0
1.0,0.69314718056,4,2219.0
1.0,0.69314718056,4,437.0
2.0,1.09861228867,4,3715.0
2.0,1.09861228867,4,4269.0
1.0,0.69314718056,1,1159.0
1.0,0.69314718056,3,3343.0
1.0,0.69314718056,4,1532.0
3.0,1.38629436112,6,3878.0
0.0,0.0,1,2.0
2.0,1.09861228867,6,5937.0
1.0,0.69314718056,5,2155.0
2.0,1.09861228867,5,4386.0
2.0,1.09861228867,4,3820.0
1.0,0.69314718056,3,2080.0
2.0,1.09861228867,4,1746.0
1.0,0.69314718056,3,613.0
1.0,0.69314718056,1,400.0
2.0,1.09861228867,5,3298.0
2.0,1.09861228867,5,3738.0
5.0,1.79175946923,6,6999.0
2.0,1.09861228867,4,1597.0
1.0,0.69314718056,2,692.0
9.0,2.30258509299,6,8460.0
0.0,0.0,1,151.0
0.0,0.0,1,214.0
1.0,0.69314718056,6,3616.0
3.0,1.38629436112,6,4029.0
1.0,0.69314718056,2,2543.0
2.0,1.09861228867,3,3640.0
3.0,1.38629436112,6,5267.0
1.0,0.69314718056,6,6347.0
2.0,1.09861228867,3,3129.0
1.0,0.69314718056,2,727.0
0.0,0.0,1,3.0
1.0,0.69314718056,2,806.0
2.0,1.09861228867,6,4385.0
1.0,0.69314718056,3,2485.0
4.0,1.60943791243,6,4727.0
0.0,0.0,3,689.0
0.0,0.0,5,2328.0
2.0,1.09861228867,3,2357.0
1.0,0.69314718056,6,887.0
5.0,1.79175946923,4,2924.0
1.0,0.69314718056,5,4306.0
1.0,0.69314718056,5,3912.0
1.0,0.69314718056,4,2482.0
1.0,0.69314718056,4,2197.0
2.0,1.09861228867,4,1251.0
0.0,0.0,0,0.0
2.0,1.09861228867,5,4661.0
3.0,1.38629436112,5,3237.0
0.0,0.0,2,1144.0
1.0,0.69314718056,4,1673.0
1.0,0.69314718056,3,1361.0
3.0,1.38629436112,5,5272.0
0.0,0.0,4,1377.0
2.0,1.09861228867,5,1329.0
2.0,1.09861228867,2,1098.0
3.0,1.38629436112,6,7243.0
3.0,1.38629436112,6,4919.0
1.0,0.69314718056,6,1330.0
1.0,0.69314718056,5,2370.0
1.0,0.69314718056,2,1822.0
4.0,1.60943791243,6,6245.0
5.0,1.79175946923,6,6826.0
1.0,0.69314718056,5,2042.0
1.0,0.69314718056,4,1962.0
0.0,0.0,1,577.0
1.0,0.69314718056,2,1814.0
1.0,0.69314718056,4,544.0
1.0,0.69314718056,5,3867.0
0.0,0.0,5,1744.0
0.0,0.0,1,1258.0
1.0,0.69314718056,4,2693.0
1.0,0.69314718056,4,784.0
1.0,0.69314718056,4,1068.0
0.0,0.0,2,207.0
2.0,1.09861228867,6,5725.0
1.0,0.69314718056,3,2763.0
0.0,0.0,1,242.0
4.0,1.60943791243,4,2781.0
0.0,0.0,3,1126.0
3.0,1.38629436112,5,2917.0
1.0,0.69314718056,3,4743.0
1.0,0.69314718056,6,6146.0
3.0,1.38629436112,4,1557.0
3.0,1.38629436112,5,4299.0
4.0,1.60943791243,5,5696.0
2.0,1.09861228867,6,6537.0
1.0,0.69314718056,4,2378.0
0.0,0.0,4,1011.0
1.0,0.69314718056,5,2512.0
0.0,0.0,2,90.0
1.0,0.69314718056,1,1596.0
1.0,0.69314718056,2,37.0
1.0,0.69314718056,2,984.0
2.0,1.09861228867,5,3623.0
3.0,1.38629436112,4,3533.0
2.0,1.09861228867,3,606.0
1.0,0.69314718056,5,3161.0
1.0,0.69314718056,4,2386.0
1.0,0.69314718056,1,345.0
1.0,0.69314718056,5,3180.0
4.0,1.60943791243,5,6972.0
0.0,0.0,6,3279.0
2.0,1.09861228867,4,2697.0
4.0,1.60943791243,4,1392.0
2.0,1.09861228867,6,6476.0
2.0,1.09861228867,3,3210.0
2.0,1.09861228867,6,4124.0
0.0,0.0,6,5817.0
2.0,1.09861228867,3,1096.0
6.0,1.94591014906,6,7216.0
2.0,1.09861228867,4,3261.0
0.0,0.0,1,92.0
1.0,0.69314718056,4,2240.0
5.0,1.79175946923,6,7260.0
0.0,0.0,1,319.0
2.0,1.09861228867,6,5792.0
5.0,1.79175946923,6,7146.0
2.0,1.09861228867,6,2449.0
0.0,0.0,2,206.0
0.0,0.0,3,941.0
1.0,0.69314718056,5,2983.0
0.0,0.0,4,1663.0
6.0,1.94591014906,6,6562.0
3.0,1.38629436112,7,4065.0
0.0,0.0,1,30.0
1.0,0.69314718056,3,1848.0
2.0,1.09861228867,3,4043.0
3.0,1.38629436112,6,2465.0
1.0,0.69314718056,4,2037.0
0.0,0.0,1,31.0
0.0,0.0,1,407.0
2.0,1.09861228867,6,4997.0
1.0,0.69314718056,4,3037.0
3.0,1.38629436112,6,5359.0
2.0,1.09861228867,3,3880.0
2.0,1.09861228867,6,5519.0
5.0,1.79175946923,6,7191.0
1.0,0.69314718056,6,3178.0
2.0,1.09861228867,3,3228.0
1.0,0.69314718056,5,6714.0
1.0,0.69314718056,3,1590.0
0.0,0.0,3,102.0
3.0,1.38629436112,3,1769.0
8.0,2.19722457734,5,6489.0
2.0,1.09861228867,5,2948.0
1.0,0.69314718056,6,3367.0
1.0,0.69314718056,1,1166.0
0.0,0.0,2,305.0
1.0,0.69314718056,4,2434.0
2.0,1.09861228867,5,4770.0
1.0,0.69314718056,6,5987.0
9.0,2.30258509299,6,8563.0
1.0,0.69314718056,4,2251.0
5.0,1.79175946923,5,4082.0
2.0,1.09861228867,2,1441.0
5.0,1.79175946923,6,6027.0
1.0,0.69314718056,3,2471.0
0.0,0.0,6,3153.0
1.0,0.69314718056,4,2260.0
2.0,1.09861228867,3,4187.0
4.0,1.60943791243,5,5822.0
1.0,0.69314718056,4,3281.0
